date,n1,n2,n3,n4,n5,n6
2005-05-28,49,33,56,2,14,1
2005-05-25,5,23,16,4,49,1
2005-05-21,7,26,16,29,45,55
2005-05-18,8,47,7,48,25,18
2005-05-14,12,1,55,59,38,36
2005-05-11,1,49,30,55,27,51
2005-05-07,4,60,56,25,18,23
2005-05-04,42,40,27,4,55,36
2005-04-30,53,5,38,54,46,11
2005-04-27,14,29,40,34,51,52
2005-04-23,41,20,36,3,11,6
2005-04-20,20,59,58,33,60,16
2005-04-16,59,37,46,36,35,51
2005-04-13,26,39,1,37,43,48
2005-04-09,10,11,56,40,41,6
2005-04-06,31,24,19,34,9,5
2005-04-02,24,18,57,56,10,20
2005-03-30,39,45,28,26,48,60
2005-03-26,53,59,25,29,10,24
2005-03-23,9,54,41,48,33,24
2005-03-19,5,48,23,42,45,29
2005-03-16,56,19,11,14,12,54
2005-03-12,13,47,60,32,49,10
2005-03-09,52,48,24,53,54,3
2005-03-05,57,29,31,27,34,14
2005-03-02,14,45,24,37,40,42
2005-02-26,51,17,56,36,44,40
2005-02-23,17,13,33,9,1,34
2005-02-19,12,42,59,46,19,60
2005-02-16,51,39,35,60,45,13
2005-02-12,42,10,50,41,11,36
2005-02-05,52,58,43,48,11,18
2005-02-02,30,32,34,50,28,26
2005-01-29,49,42,37,8,20,26
2005-01-26,13,41,24,42,10,56
2005-01-22,27,46,5,50,11,22
2005-01-19,2,54,48,51,19,28
2005-01-15,1,28,47,20,44,32
2005-01-12,16,53,20,60,12,45
2005-01-08,40,47,39,16,51,15
2005-01-05,8,16,22,56,58,30
2004-12-29,19,13,45,58,56,1
2004-12-22,49,8,22,18,7,39
2004-12-18,59,12,32,42,24,40
2004-12-15,39,23,34,52,8,43
2004-12-11,42,23,55,30,9,49
2004-12-08,59,27,19,29,50,38
2004-12-04,29,31,50,26,57,49
2004-12-01,22,1,29,13,32,3
2004-11-27,16,12,46,14,8,19
2004-11-24,60,10,3,8,24,13
2004-11-20,25,5,49,36,33,3
2004-11-17,24,16,26,54,12,2
2004-11-13,27,31,8,10,51,5
2004-11-10,60,31,12,48,57,16
2004-11-06,54,55,13,44,6,19
2004-11-03,55,33,15,50,53,18
2004-10-30,22,21,33,16,48,49
2004-10-27,25,49,30,43,47,45
2004-10-23,15,2,59,60,6,58
2004-10-20,30,6,37,19,24,13
2004-10-16,6,59,11,27,19,41
2004-10-13,41,6,23,55,32,35
2004-10-09,44,52,53,4,49,24
2004-10-06,41,49,51,25,15,46
2004-10-02,4,8,11,29,12,44
2004-09-29,38,60,13,7,55,46
2004-09-25,37,19,29,30,10,22
2004-09-22,18,39,54,34,31,16
2004-09-18,6,45,51,9,23,4
2004-09-15,5,16,53,38,50,34
2004-09-11,42,40,27,22,56,29
2004-09-08,43,60,28,11,54,14
2004-09-04,54,2,43,1,50,25
2004-09-01,10,53,55,29,13,47
2004-08-28,27,29,1,59,25,49
2004-08-25,55,14,59,47,13,42
2004-08-21,58,3,18,50,34,1
2004-08-18,25,51,5,18,4,28
2004-08-14,13,7,33,59,6,8
2004-08-11,45,13,46,55,53,11
2004-08-07,30,2,36,18,60,29
2004-08-04,45,38,13,11,54,39
2004-07-31,24,39,12,33,57,36
2004-07-28,30,53,23,7,32,8
2004-07-24,55,6,41,20,43,7
2004-07-21,13,40,29,59,45,51
2004-07-17,30,25,52,14,39,17
2004-07-14,38,16,18,28,15,47
2004-07-10,15,34,39,17,4,9
2004-07-07,48,3,58,18,56,23
2004-07-03,31,47,28,23,8,24
2004-06-30,18,43,52,39,7,8
2004-06-26,18,29,21,48,35,5
2004-06-23,32,23,2,10,44,17
2004-06-19,59,29,17,6,40,22
2004-06-16,33,3,20,60,9,16
2004-06-12,14,31,12,13,51,50
2004-06-09,35,32,36,33,51,15
2004-06-05,32,15,14,9,3,57
2004-06-02,25,41,17,29,13,22
2004-05-29,57,58,11,38,41,31
2004-05-26,17,6,20,18,13,37
2004-05-22,31,37,35,7,45,34
2004-05-19,38,13,32,20,10,49
2004-05-15,34,8,23,44,51,5
2004-05-12,37,35,23,16,57,55
2004-05-08,39,49,36,20,55,1
2004-05-05,32,18,11,30,2,58
2004-05-01,53,25,36,13,17,6
2004-04-28,59,57,7,58,31,14
2004-04-24,18,49,38,23,8,12
2004-04-21,8,45,30,33,17,10
2004-04-17,49,5,23,33,45,31
2004-04-14,47,29,31,15,60,42
2004-04-10,43,46,58,53,54,4
2004-04-07,22,54,52,47,49,9
2004-04-03,56,48,57,21,12,46
2004-03-31,17,56,16,38,39,45
2004-03-27,13,51,58,22,46,8
2004-03-24,51,49,14,47,59,58
2004-03-20,4,59,13,53,28,30
2004-03-17,46,4,54,17,13,5
2004-03-13,43,35,57,29,40,17
2004-03-10,11,33,56,47,17,34
2004-03-06,35,54,37,42,49,46
2004-03-03,49,4,19,28,35,6
2004-02-28,58,57,27,13,49,52
2004-02-21,22,4,30,44,28,49
2004-02-18,16,50,55,6,47,19
2004-02-14,45,43,56,25,52,3
2004-02-11,37,3,19,34,39,7
2004-02-07,14,22,25,15,37,23
2004-02-04,49,14,47,56,6,28
2004-01-31,48,57,23,8,31,3
2004-01-28,27,18,13,59,21,53
2004-01-24,13,4,12,53,9,52
2004-01-21,3,1,35,7,18,50
2004-01-17,32,21,25,1,6,49
2004-01-14,56,45,13,33,38,1
2004-01-10,34,28,37,12,8,31
2004-01-07,17,14,50,52,6,26
2004-01-03,3,59,21,36,55,31
2003-12-27,26,32,24,49,8,10
2003-12-20,47,29,34,48,19,41
2003-12-17,45,58,40,39,28,44
2003-12-13,49,52,15,25,14,6
2003-12-10,28,32,38,25,15,45
2003-12-06,32,34,17,35,9,12
2003-12-03,9,36,15,19,42,22
2003-11-29,44,8,5,15,18,10
2003-11-26,51,32,8,28,38,7
2003-11-22,24,5,34,13,35,33
2003-11-19,39,16,57,15,45,48
2003-11-15,15,52,40,36,51,42
2003-11-12,46,10,27,19,33,39
2003-11-08,8,40,58,4,53,31
2003-11-05,8,36,34,37,3,4
2003-11-01,30,45,58,1,4,41
2003-10-29,32,55,34,35,28,33
2003-10-25,46,56,5,15,45,10
2003-10-22,44,58,5,27,33,3
2003-10-18,31,37,34,15,38,4
2003-10-15,47,20,52,3,46,28
2003-10-11,39,19,11,8,50,30
2003-10-08,10,21,48,27,49,7
2003-10-04,50,7,33,21,24,13
2003-10-01,34,27,56,28,16,39
2003-09-27,35,21,54,29,38,36
2003-09-20,59,1,11,5,44,4
2003-09-17,49,28,2,6,57,50
2003-09-13,9,41,32,13,58,20
2003-09-10,41,20,19,29,59,10
2003-09-06,36,15,60,8,29,49
2003-09-03,28,32,49,53,18,20
2003-08-30,54,20,3,18,42,24
2003-08-27,57,2,15,6,56,18
2003-08-23,22,43,15,55,9,1
2003-08-20,5,11,29,54,23,58
2003-08-16,28,36,17,53,33,59
2003-08-13,30,39,35,43,15,57
2003-08-09,25,22,48,52,54,8
2003-08-06,50,42,19,8,30,14
2003-08-02,38,28,52,30,19,57
2003-07-30,53,19,38,18,17,49
2003-07-26,16,23,35,18,44,59
2003-07-23,13,56,12,33,53,54
2003-07-19,42,6,24,44,22,13
2003-07-16,36,38,33,14,49,41
2003-07-12,20,54,58,26,41,46
2003-07-09,30,8,31,3,21,25
2003-07-05,47,34,8,6,18,38
2003-07-02,38,43,20,55,17,58
2003-06-28,19,6,43,52,8,22
2003-06-25,34,3,12,50,32,40
2003-06-21,51,7,58,49,23,41
2003-06-18,12,3,38,29,51,4
2003-06-14,51,59,31,5,36,32
2003-06-11,51,58,23,11,8,37
2003-06-07,29,47,42,21,13,26
2003-06-04,23,6,25,39,51,5
2003-05-31,38,21,8,22,18,60
2003-05-28,28,16,45,29,30,11
2003-05-24,46,31,1,57,22,51
2003-05-21,6,33,45,38,24,50
2003-05-17,7,18,2,45,3,53
2003-05-14,27,48,17,19,26,22
2003-05-10,30,17,20,29,15,60
2003-05-07,19,55,30,23,37,49
2003-05-03,43,17,8,15,49,39
2003-04-30,43,53,13,32,34,24
2003-04-26,48,15,24,27,17,32
2003-04-23,17,40,22,27,33,3
2003-04-19,50,15,17,2,14,59
2003-04-16,4,17,42,56,46,24
2003-04-12,58,52,8,34,20,23
2003-04-09,54,11,51,16,36,30
2003-04-05,23,18,31,17,53,28
2003-04-02,59,51,13,1,9,50
2003-03-29,34,56,24,1,49,8
2003-03-26,5,3,52,45,9,51
2003-03-22,24,55,15,33,25,42
2003-03-19,11,20,8,47,12,17
2003-03-15,31,50,7,53,32,20
2003-03-12,48,52,57,24,3,33
2003-03-08,11,36,17,26,52,48
2003-03-01,15,31,23,6,59,37
2003-02-26,2,15,58,10,59,21
2003-02-22,46,23,30,47,5,3
2003-02-19,42,13,20,29,43,57
2003-02-15,38,48,14,3,11,5
2003-02-12,54,10,59,44,30,7
2003-02-08,1,6,57,29,48,7
2003-02-05,37,11,17,31,43,10
2003-02-01,24,17,4,54,30,10
2003-01-29,36,17,28,16,54,30
2003-01-25,50,17,13,27,4,39
2003-01-22,58,26,40,37,47,52
2003-01-18,50,21,10,25,38,8
2003-01-15,55,32,17,36,26,43
2003-01-11,60,8,32,28,46,30
2003-01-08,51,13,43,24,3,14
2003-01-04,7,32,54,50,30,37
2002-12-28,6,16,10,34,47,42
2002-12-21,29,36,27,18,59,46
2002-12-18,8,22,33,40,32,53
2002-12-14,60,12,56,37,55,43
2002-12-11,38,45,35,37,5,51
2002-12-07,43,12,59,30,57,29
2002-12-04,41,42,52,53,16,9
2002-11-30,45,8,32,49,15,52
2002-11-27,25,7,12,21,42,34
2002-11-23,13,1,23,56,54,33
2002-11-20,38,44,4,1,27,42
2002-11-16,35,26,58,52,45,16
2002-11-13,35,53,29,33,2,4
2002-11-09,45,5,14,21,59,12
2002-11-06,10,56,12,31,45,38
2002-11-02,31,55,36,24,8,38
2002-10-30,26,49,25,18,31,34
2002-10-26,49,44,33,28,56,14
2002-10-23,49,2,18,51,22,57
2002-10-19,47,32,48,12,38,2
2002-10-16,57,60,34,24,29,47
2002-10-12,24,38,58,1,40,28
2002-10-09,46,31,7,16,60,27
2002-10-05,27,43,58,5,16,56
2002-10-02,50,18,44,53,11,43
2002-09-28,29,59,13,10,54,28
2002-09-25,59,55,16,27,47,11
2002-09-21,28,7,16,37,36,22
2002-09-18,32,24,2,5,1,46
2002-09-14,47,18,6,45,34,42
2002-09-11,11,58,31,14,10,20
2002-09-07,15,49,42,5,45,35
2002-09-04,12,50,36,6,35,40
2002-08-31,49,47,39,31,15,23
2002-08-28,7,15,35,16,40,4
2002-08-24,7,22,34,12,38,53
2002-08-21,46,14,54,18,43,5
2002-08-17,52,48,53,58,23,36
2002-08-14,29,28,48,47,43,22
2002-08-10,39,54,43,36,17,35
2002-08-07,22,12,24,18,5,16
2002-08-03,28,50,47,24,40,52
2002-07-31,48,22,53,56,50,14
2002-07-27,54,38,53,31,37,34
2002-07-24,9,56,46,28,10,55
2002-07-20,47,22,13,30,31,57
2002-07-17,41,55,24,59,33,40
2002-07-13,55,45,48,41,5,38
2002-07-10,46,19,3,45,12,27
2002-07-06,25,13,10,43,35,48
2002-07-03,51,9,42,5,58,1
2002-06-29,54,2,26,5,44,16
2002-06-26,31,33,24,10,5,1
2002-06-22,24,17,46,57,16,39
2002-06-19,23,33,39,4,60,18
2002-06-15,51,42,4,54,1,40
2002-06-12,21,42,1,60,35,14
2002-06-08,13,50,38,32,44,29
2002-06-05,52,49,27,33,12,10
2002-06-01,6,4,51,7,21,15
2002-05-29,52,19,34,37,58,23
2002-05-25,59,44,29,5,51,57
2002-05-22,39,54,29,49,47,19
2002-05-18,37,20,33,46,7,56
2002-05-15,41,28,45,31,16,59
2002-05-11,47,24,29,55,53,23
2002-05-08,31,54,20,29,13,19
2002-05-04,40,42,32,12,21,17
2002-04-27,45,53,32,2,30,35
2002-04-24,54,19,5,58,56,21
2002-04-20,2,37,22,60,14,23
2002-04-17,40,52,38,16,7,41
2002-04-13,60,46,30,55,23,19
2002-04-10,49,7,47,25,20,44
2002-04-06,15,16,59,60,24,41
2002-04-03,23,30,43,10,15,57
2002-03-30,9,38,32,8,54,28
2002-03-27,39,40,33,52,19,30
2002-03-23,26,10,52,1,12,48
2002-03-20,56,7,46,60,41,12
2002-03-16,56,11,58,46,51,22
2002-03-13,33,36,12,35,10,14
2002-03-09,4,6,7,24,12,41
2002-03-06,29,49,54,51,16,34
2002-03-02,56,23,22,43,16,5
2002-02-27,10,60,42,9,33,12
2002-02-23,13,16,12,5,27,50
2002-02-20,48,46,9,1,36,4
2002-02-16,31,52,14,54,16,4
2002-02-09,2,18,54,22,30,26
2002-02-06,43,33,57,23,59,7
2002-02-02,41,26,51,14,24,23
2002-01-30,35,27,53,44,52,4
2002-01-26,28,23,42,29,44,34
2002-01-23,27,1,35,20,37,13
2002-01-19,2,4,23,37,14,51
2002-01-16,24,11,40,12,35,10
2002-01-12,51,5,23,7,14,21
2002-01-09,46,38,29,33,32,48
2002-01-05,52,23,40,51,44,21
2001-12-29,4,23,3,1,21,53
2001-12-22,22,8,30,15,47,25
2001-12-19,31,49,54,33,26,40
2001-12-15,18,11,29,44,47,56
2001-12-12,11,31,32,48,49,4
2001-12-08,20,53,47,50,22,27
2001-12-05,12,16,23,17,19,48
2001-12-01,19,53,40,3,31,20
2001-11-28,27,20,48,16,30,35
2001-11-24,28,51,56,6,24,43
2001-11-21,50,21,43,12,28,22
2001-11-17,5,32,40,58,37,34
2001-11-14,14,38,53,24,16,37
2001-11-10,14,30,50,41,47,23
2001-11-07,32,22,24,41,30,38
2001-11-03,28,14,29,2,31,32
2001-10-31,39,50,25,55,11,4
2001-10-27,55,25,4,11,29,39
2001-10-24,26,17,13,41,16,44
2001-10-20,30,19,57,41,56,47
2001-10-17,11,5,27,60,38,53
2001-10-13,42,7,11,34,59,41
2001-10-10,7,13,30,37,47,17
2001-10-06,25,40,12,60,30,41
2001-10-03,58,26,49,57,48,9
2001-09-29,27,57,41,38,28,24
2001-09-26,7,5,2,53,33,49
2001-09-22,22,34,24,23,5,60
2001-09-19,20,28,41,1,33,36
2001-09-15,20,51,42,3,52,46
2001-09-12,24,44,7,31,12,50
2001-09-08,28,45,41,22,57,25
2001-09-05,6,12,35,5,28,7
2001-09-01,24,34,53,45,23,13
2001-08-29,22,16,5,41,18,17
2001-08-25,57,30,7,25,40,26
2001-08-22,36,6,30,20,7,25
2001-08-18,50,9,18,11,6,17
2001-08-15,60,47,3,33,25,13
2001-08-11,44,37,56,29,47,35
2001-08-08,50,56,41,12,32,37
2001-08-04,8,36,14,32,30,7
2001-08-01,48,34,28,54,25,42
2001-07-28,33,24,36,9,14,23
2001-07-21,11,5,47,31,53,38
2001-07-14,5,16,30,25,58,20
2001-07-07,31,59,4,58,23,47
2001-06-30,22,10,18,55,15,31
2001-06-23,40,26,38,4,56,52
2001-06-16,53,59,39,45,22,57
2001-06-09,16,30,19,38,48,37
2001-06-02,11,39,47,18,13,26
2001-05-26,47,52,10,27,23,17
2001-05-19,36,58,9,10,56,24
2001-05-12,14,31,54,29,26,24
2001-05-05,45,27,35,40,5,9
2001-04-28,19,18,52,25,17,49
2001-04-21,21,10,47,6,5,33
2001-04-14,58,1,45,55,8,46
2001-04-07,38,54,48,23,2,46
2001-03-31,7,50,53,16,41,34
2001-03-24,5,25,31,13,1,33
2001-03-17,8,50,26,9,53,43
2001-03-10,53,60,48,20,58,11
2001-03-03,5,54,20,56,30,16
2001-02-24,43,4,60,59,6,33
2001-02-17,20,43,33,13,15,58
2001-02-10,12,60,54,7,55,50
2001-02-03,28,5,1,34,4,19
2001-01-27,21,52,34,26,2,32
2001-01-20,32,44,55,19,20,16
2001-01-13,4,30,56,21,22,1
2001-01-06,12,11,56,44,24,37
2000-12-30,17,54,4,51,32,26
2000-12-23,34,15,23,55,49,30
2000-12-16,55,25,41,42,43,7
2000-12-09,21,55,54,40,36,49
2000-12-02,56,16,34,41,35,32
2000-11-25,34,3,30,10,23,46
2000-11-18,2,57,32,43,16,37
2000-11-11,44,51,27,53,8,60
2000-11-04,19,60,50,24,47,33
2000-10-28,20,47,23,32,16,11
2000-10-21,22,7,4,21,28,56
2000-10-14,11,57,40,35,56,31
2000-10-07,59,28,25,41,57,38
2000-09-30,33,21,44,46,47,6
2000-09-23,15,9,41,13,37,42
2000-09-16,36,7,45,31,56,57
2000-09-09,10,52,50,57,25,60
2000-09-02,29,41,55,2,31,22
2000-08-26,15,45,54,25,42,41
2000-08-19,45,3,24,36,7,32
2000-08-12,29,19,41,22,37,59
2000-08-05,16,59,27,42,44,36
2000-07-29,56,44,41,40,8,53
2000-07-22,39,45,11,21,33,13
2000-07-15,16,40,45,59,43,13
2000-07-08,37,26,27,42,11,48
2000-07-01,2,50,59,38,49,1
2000-06-24,21,16,4,37,2,58
2000-06-17,20,16,18,7,44,21
2000-06-10,28,24,22,2,58,6
2000-06-03,5,48,30,55,52,19
2000-05-27,54,13,58,43,50,27
2000-05-20,36,53,55,13,60,14
2000-05-13,26,23,49,28,42,36
2000-05-06,54,40,42,17,47,12
2000-04-29,27,32,3,51,49,45
2000-04-22,35,42,59,18,30,14
2000-04-15,7,58,28,53,37,46
2000-04-08,30,12,6,50,35,31
2000-04-01,3,30,9,35,23,32
2000-03-25,29,57,15,45,59,6
2000-03-18,10,20,40,45,50,33
2000-03-11,37,58,20,38,48,32
2000-03-04,13,52,32,41,21,26
2000-02-26,23,15,57,24,47,25
2000-02-19,19,7,3,55,24,53
2000-02-12,20,26,56,18,34,51
2000-02-05,26,32,54,43,46,40
2000-01-29,31,41,51,39,58,29
2000-01-22,11,55,44,19,29,47
2000-01-15,49,53,44,12,24,45
2000-01-08,55,22,5,30,35,20
1999-12-31,12,15,44,34,51,19
1999-12-24,52,37,57,16,10,50
1999-12-18,40,23,1,18,35,8
1999-12-11,19,52,29,15,12,5
1999-12-04,32,17,9,14,24,7
1999-11-27,17,3,44,37,9,32
1999-11-20,32,42,43,25,28,33
1999-11-13,12,4,11,49,43,19
1999-11-06,1,60,26,41,28,54
1999-10-31,58,5,41,3,1,23
1999-10-24,32,40,42,21,10,5
1999-10-16,41,53,38,4,31,15
1999-10-10,34,42,43,46,27,17
1999-10-02,6,44,58,41,36,48
1999-09-25,24,26,51,25,14,23
1999-09-18,59,17,22,46,43,55
1999-09-11,9,60,21,16,41,34
1999-09-04,16,11,7,40,44,2
1999-08-28,46,60,5,10,28,3
1999-08-21,33,1,55,35,51,27
1999-08-14,39,6,29,60,51,23
1999-08-07,6,53,5,26,27,23
1999-07-31,5,27,19,26,15,33
1999-07-24,35,22,39,41,59,38
1999-07-17,28,4,1,45,53,3
1999-07-10,10,20,13,1,42,50
1999-07-03,11,52,22,23,36,59
1999-06-26,29,28,49,17,42,50
1999-06-19,49,36,14,26,35,10
1999-06-12,54,27,4,43,40,46
1999-06-05,7,51,55,41,58,46
1999-05-29,52,51,37,13,21,1
1999-05-22,45,2,35,9,50,31
1999-05-15,1,38,48,28,11,33
1999-05-08,60,57,59,13,12,22
1999-05-01,39,56,19,23,10,35
1999-04-24,4,19,14,10,44,28
1999-04-17,41,56,27,36,53,8
1999-04-10,23,33,51,38,48,21
1999-04-03,25,37,30,39,6,41
1999-03-27,13,42,52,58,2,54
1999-03-20,16,9,50,58,11,35
1999-03-13,58,43,51,14,17,4
1999-03-06,17,13,4,44,41,21
1999-02-27,52,23,42,17,55,49
1999-02-20,12,32,44,43,35,30
1999-02-13,8,10,24,33,45,48
1999-02-06,47,2,31,42,45,30
1999-01-30,12,5,15,51,58,29
1999-01-23,3,43,16,56,52,20
1999-01-16,50,44,12,55,52,54
1999-01-09,11,45,48,7,28,20
1998-12-31,32,55,59,41,58,35
1998-12-24,24,6,38,23,28,16
1998-12-19,51,34,25,60,42,32
1998-12-12,43,15,41,51,16,31
1998-12-05,8,32,44,36,45,55
1998-11-28,40,18,6,20,50,53
1998-11-21,20,59,19,54,15,8
1998-11-14,10,22,42,13,41,58
1998-11-07,55,31,46,44,41,7
1998-10-31,26,27,13,42,41,3
1998-10-24,41,14,37,5,40,27
1998-10-17,26,15,16,22,19,49
1998-10-10,17,25,45,38,1,59
1998-10-03,35,40,21,59,53,22
1998-09-26,60,32,25,36,52,4
1998-09-19,19,57,6,39,34,5
1998-09-12,44,35,50,41,9,7
1998-09-05,30,9,17,27,4,44
1998-08-29,13,42,38,49,53,29
1998-08-22,46,54,10,9,1,32
1998-08-15,23,43,3,21,9,18
1998-08-08,59,21,51,54,29,50
1998-08-01,32,28,6,10,11,40
1998-07-25,56,47,25,59,53,41
1998-07-18,52,5,34,57,15,41
1998-07-11,13,42,16,32,14,26
1998-07-04,20,43,39,11,53,17
1998-06-27,53,41,44,2,29,55
1998-06-20,46,45,16,40,27,3
1998-06-13,47,21,1,50,36,38
1998-06-06,22,57,37,9,25,56
1998-05-30,53,42,27,20,33,25
1998-05-23,36,42,32,5,13,51
1998-05-16,6,14,24,20,4,38
1998-05-09,47,54,18,6,12,37
1998-05-02,34,54,26,28,55,7
1998-04-25,37,43,34,20,12,42
1998-04-18,52,32,4,33,25,22
1998-04-11,57,58,18,31,43,52
1998-04-04,54,13,44,49,48,1
1998-03-29,60,29,34,24,21,59
1998-03-22,2,24,52,4,16,51
1998-03-15,24,16,38,5,39,35
1998-03-08,3,13,31,43,46,49
1998-03-01,13,1,38,21,52,4
1998-02-22,9,1,57,7,54,49
1998-02-15,44,42,37,56,19,20
1998-02-08,39,1,37,31,29,18
1998-02-01,46,48,30,14,29,51
1998-01-25,30,33,24,11,46,60
1998-01-18,43,33,14,31,35,13
1998-01-11,56,53,11,14,5,35
1998-01-04,4,42,58,26,7,40
1997-12-28,46,60,6,40,50,45
1997-12-21,28,51,55,18,52,8
1997-12-14,22,53,31,28,2,36
1997-12-07,5,23,51,3,1,24
1997-11-30,60,4,10,35,39,2
1997-11-23,21,26,40,54,9,52
1997-11-16,59,42,34,13,44,55
1997-11-09,45,37,29,4,43,18
1997-11-02,40,4,28,32,11,5
1997-10-26,54,21,6,34,36,22
1997-10-19,47,15,30,37,45,6
1997-10-12,10,34,4,6,25,40
1997-10-05,24,16,4,42,57,15
1997-09-28,51,36,53,29,18,15
1997-09-21,47,41,10,60,54,23
1997-09-14,51,40,37,23,48,28
1997-09-07,43,25,2,13,31,17
1997-08-31,22,32,46,12,25,31
1997-08-24,29,54,40,57,49,21
1997-08-17,33,18,23,8,17,53
1997-08-10,36,49,37,35,24,21
1997-08-03,2,24,34,50,38,37
1997-07-27,57,25,45,28,51,26
1997-07-20,19,48,43,1,34,44
1997-07-13,53,16,45,43,33,27
1997-07-06,40,17,23,43,27,58
1997-06-29,56,58,34,53,25,45
1997-06-22,53,13,3,1,12,59
1997-06-15,47,14,27,52,17,12
1997-06-08,15,26,12,33,48,13
1997-06-01,20,1,5,32,25,34
1997-05-25,8,54,50,60,23,12
1997-05-18,26,9,41,49,25,40
1997-05-11,52,13,6,24,8,31
1997-05-04,59,8,18,29,42,44
1997-04-27,38,14,21,15,3,20
1997-04-20,28,13,34,2,8,54
1997-04-13,30,49,27,37,12,44
1997-04-06,27,17,16,34,7,59
1997-03-30,51,35,59,7,20,2
1997-03-23,29,2,14,38,23,52
1997-03-16,5,21,9,56,18,36
1997-03-09,42,13,3,46,38,16
1997-03-02,58,15,59,30,38,46
1997-02-23,23,24,42,25,17,47
1997-02-16,57,44,21,16,58,6
1997-02-09,33,7,43,35,13,55
1997-02-02,47,5,34,28,2,50
1997-01-26,35,17,3,48,25,56
1997-01-19,32,46,1,60,24,23
1997-01-12,30,7,37,55,44,53
1997-01-05,47,38,18,14,29,44
1996-12-29,2,58,25,6,26,17
1996-12-22,24,36,19,33,7,11
1996-12-15,38,26,35,39,12,47
1996-12-08,3,12,46,5,47,8
1996-12-01,16,37,45,52,56,12
1996-11-24,55,42,10,43,45,54
1996-11-17,22,6,7,52,38,60
1996-11-10,13,3,51,17,29,25
1996-11-03,21,57,16,23,54,4
1996-10-27,15,13,57,53,40,17
1996-10-20,5,33,49,17,42,39
1996-10-13,43,33,14,36,5,44
1996-10-06,56,19,28,48,17,45
1996-09-29,38,50,7,29,15,14
1996-09-22,14,56,58,8,43,3
1996-09-15,60,6,22,3,24,54
1996-09-08,44,33,13,51,17,20
1996-09-01,50,53,57,10,58,22
1996-08-25,56,50,55,54,24,43
1996-08-19,1,8,14,28,33,43
1996-08-12,17,52,51,59,39,37
1996-08-05,9,38,56,1,31,46
1996-07-29,49,46,6,53,33,36
1996-07-22,25,28,30,33,51,11
1996-07-15,5,25,12,10,60,24
1996-07-08,37,36,56,27,42,23
1996-07-01,10,20,6,19,51,13
1996-06-24,60,58,49,32,20,34
1996-06-17,60,12,33,52,35,51
1996-06-10,16,2,27,47,23,53
1996-06-03,47,32,50,54,18,56
1996-05-27,20,27,43,16,19,4
1996-05-20,25,15,58,37,59,38
1996-05-13,25,4,18,57,21,38
1996-05-06,55,43,56,54,8,60
1996-04-29,53,17,38,4,47,37
1996-04-22,56,38,21,20,3,5
1996-04-15,19,40,7,13,22,47
1996-04-08,1,19,46,6,16,2
1996-04-01,6,59,42,27,1,5
1996-03-25,36,30,10,11,29,47
1996-03-18,9,39,37,49,43,41
1996-03-11,41,5,4,52,30,33